Ident	P1	P1_r	P2_2	P3a1	P3a2	P3a3	P3a4	P3a5	P3a6	P3a7	P3a8	P4	P5	P6	P7a1	P7a2	P7a3	P7a4	P7a5	P7a6	P7a7	P7a8	P7a9	P7a10	P8	P9_1a1	P9_1a2	P9_1a3	P9_1a4	P9_1a5	P9_1a6	P9_1a7	P9_1a8	P9_1a9	P9_1a10	P9_1a11	P9_1a12	P9_2a1	P9_2a2	P9_2a3	P9_2a4	P9_2a5	P9_2a6	P9_2a7	P9_2a8	P9_2a9	P9_2a10	P9_2a11	P9_2a12	P10	control	P11	P12a1	P12a2	P12a3	P12a4	P12a5	P12a6	P12a7	P12a8	P12a9	P13	P14	P15	P16	P17	P18	P19	P20a1	P20a2	P20a3	P20a4	P20a5	P20a6	P20a7	P20a8	P20a9	P20a10	P20a11	P20a12	P21_1	P21_2	P21_3	P21_4	P21_5	P21_6	P21_7	P21_8	P21_9	P22_1	P22_2	P22_3	P23	P24a1	P24a2	P24a3	P24a4	P24a5	P24a6	P24a7	P24a8	P24a9	P24a10	P24a11	P24a12	P24a13	P24a14	P24a15	P25a1	P25a2	P25a3	P25a4	P25a5	P25a6	P25a7	P26_1	P26_2	P26_3	P27	P28	P29	P30	P31_1	P31_2	P31_3	P32	P33	P34	P34_DG	P35	P36	P35_DG	Nivel_socioeconomico	P37
1620148860	43	4	6			1						2	5	5											5							1							1											3	3	4									1	1	10	1	5		3	3			1										2	3	2	4	3	4	4	3	3	2	2	2																							1	5	5	5	5	1	2	2	FREE	Respectful	Diverse	1	5	4	5	1	1	1	3	8
1620200470	43	4	1	1								1	1	1											1		1												1											2	3	2					1		1			2	7	1	1		1	3	1	1	1	1	1	1	1	1	1	1	1		3	3	4	2	4	4	3	2	3	2	1	2	3							1												1				3	3	4	2	2	1	2	Inclusion	I agree	Free	1	5	9	8	1	2	2	2	8
1620204359	43	4	10			1						2	9	5											5	1												1												1	3	4									1	1	10	1	1		1	3			1										4	4	3	4	4	4	3	4	3	2	2	2																	1	1		1	1			4	3	4	3	2	2	2	Open	Responsible	Help	3	6	6	7	1	2	2	4	99
1620210715	43	4	15			1						1	5	6											5		1												1											2	3	3				1						2	7	2		1	2	3	1	1	1										3	4	4	3	4	4	4	3	4	2	2	2																							1	5	5	5	2	2	1	1	Friendly	Understanding	Modern	2	4	6	7	7		8	5	4
1620224231	43	4	1			1						2	4	10	1																																				3	2					1					3	7	2		2	2	3												1	2	2	2	2	2	2	2	2	2	2	2	2																					1			3	3	3	2	3	2	2	Half	 		1	4	8	8	1	2	2	3	7
1620571188	43	4	9	1								1	4	4											7		1																1							2	3	4	1	1			1					1	9	2		1	3	3			1		1								3	3	3	3	3	3	2	3	3	2	2	2																	1	1			1			2	2	2	3	2	1	2	Friendly	Tolerant	Free	3	4	8	8	1	2	2	3	4
1619889132	44	4	7			1						1	5	5											5							1												1						3	3	3									1	1	7	2		2	2	3	1	1	1		1	1	1						3	4	3	4	4	4	4	3	4	2	2	2																		1						2	2	2	3	2	2	2	friendly	cozy	liberal	3	4	8	8	1	1	1	1	4
1619892338	44	4	4							1		2	7	7											5							1												1						1	3	3						1				2	4	2		1	3	3			1							1			2	3	2	3	2	3	3	3	3	2	2	2																							1	5	5	4	2	1	2	2	Open	Plural	Pioneer	4	3	8	8	3	2	3	2	1
1620039840	44	4	13			1						1	3	5											5	1												1												6	3	4	1									1	8	2		3	3	3		1	1								1		2	5	2	3	2	5	2	5	5	2	2	2																							1	6	6	6	5	2	2	2	Paradox	Zones	Indefinition	3	8	4	5	1	1	1	1	99
1620059947	44	4	9			1						2	9	9											12												1												1	6	3	5									1	1	8	1	1		1	4											1		5	5	5	5	5	5	5	5	5	2	2	2																							1	6	6	6	5	1	3	2	Free	free	free	1	5	9	8	1	2	2	3	99
1620093575	44	4	9	1								1	3	5											12							1							1											1	3	4					1					1	7	2		3	2	2	1	1	1	1	1	1	1	1	1	1			1	3	3	4	2	4	4	3	4	2	2	2																		1		1	1			2	2	2	3	2	1	2	Pride	Tolerance	Diversity	3	4	6	7	1	2	2	2	6
1620136717	44	4	19			1						2	3	5											5					1			1											1						2	3	4	1					1	1			2	3	1	2		2	3		1	1	1	1					1			4	2	4	3	3	4	3	3	3	2	2	2																			1		1			3	4	4	3	2	3	2	Tolerant	 		1	5	6	7	3	2	3	4	4
1620145504	44	4	4			1						1	4	4											5	1												1												3	3	4	1		1		1					2	7	1	1		2	3			1										3	3	1	3	2	3	3	2	3	2	2	2																	1	1		1	1			5	4	4	2	1	3	2	Friendly	Tolerant	Caution	1	5	6	7	3	1	3	3	99
1620217884	44	4	2			1						1	4	5											1					1																1				2	3	2	1				1					1	8	1	5		1	3			1				1						1	3	4	3	1	2	2	2	2	1	1	1	3			1					1								1	1						4	2	2	3	3	1	1	Of care	Cheerful	Party	3	1	6	7	1	2	2	6	2
1620498151	44	4	9	1								1	3	9											12							1							1											2	3	3									1	1	8	2		2	2	3	1	1	1		1					1			2	2	3	4	2	3	3	3	3	2	2	2																							1	2	2	2	3	2	1	2	Diversity	Pride	Fun	3	4	6	7	1	2	2	2	6
1620571197	44	4	17				1					2	4	5											5		1															1								2	3	3					1					1	9	1	2		2	3			1										2	3	3	3	3	3	2	3	2	2	2	2																	1							3	5	5	2	2	2	2	Opened	Pride	Freedom	1	5	9	8	1	2	2	2	7
1619881275	45	5	19				1					1	9	1											6											1				1										1	3	1	1									1	9	2		1	3	4						1							4	1	3	2	5	5	5	5	5	2	2	2																						1		2	3	1	1	1	2	2	Commitment	Responsibility	Assume	4	1	5	6	1	2	2	5	99
1620090632	45	5	2	1								1	3	4											5		1		1	1		1								1	1									1	3	4									1	1	8	2		2	1	1	1	1	1	1	1	1	1	1	1	1	1		3	3	3	3	3	3	3	3	3	2	2	2																							1	5	5	5	3	1	2	2	Pride	Chueca	Open	3	1	6	7	1	2	2	5	3
1620104676	45	5	7	1								1	5	5											5		1															1								1	3	2									1	1	9	2		3	2	3	1	1	1										5	3	2	4	3	3	3	3	3	2	2	2																	1				1			2	6	6	4	2	3	2	Equidistant	Educated	Indifference	3	1	8	8	1	2	2	4	5
1620125753	45	5	15			1						1	6	7											6						1									1										2	3	3					1					1	8	1	5		3	3			1										2	2	3	3	3	3	2	2	2	2	2	2																	1							2	2	2	3	3	2	2	Tradition	Deterioration	Powerful	3	5	9	8	1	2	2	2	8
1620133845	45	5	16			1						2	4	5											5	1												1												2	3	2	1									1	8	2		2	3	3		1	1										2	2	3	4	2	4	3	3	4	2	2	2																	1			1	1			4	2	2	4	2	2	2	Cozy	 		3	4	4	5	1	2	2	3	3
1620137849	45	5	2			1						1	4	5											5												1												1	3	3	2						1				2	5	2		3	3	3		1											1	2	3	3	2	2	3	2	2	1	2	2	3														1			1		1		1		3	3	3	3	3	2	2	Indifference	 		3	8	4	5	3	2	3	6	2
1620157631	45	5	21	1		1						1	5	5											5				1													1								3	3	2					1	1				2	4	2		1	3	3		1	1	1	1					1			1	3	4	3	3	3	5	2	2	2	2	2																							1	1	2	2	3	2	3	2	Chueca	GMadrid Sports	COGAM	1	4	9	8	1	2	2	3	6
1620203872	45	5	9		1							2	5	5											5		1													1										3	3	1	1									2	7	2		1	2	3		1											2	3	3	3	1	3	2	2	2	2	2	2																	1			1	1			4	3	3	3	2	1	2	Good	Little sure	Big	3	4	2	3	1	2	2	4	2
1620206885	45	5	20		1							2	9	4											6	1												1												3	3	4					1					2	6	2		2	1	3		1	1							1			4	3	3	3	3	4	3	3	3	2	2	2																							1	3	2	3	2	2	2	2	free	open	RSPETO	3	1	8	8	1	1	1	4	6
1620213572	45	5	20				1					2	9	9											12												1												1	6	3	3									1	5	99	2		3	2	4											1		5	5	5	5	5	5	5	5	5	2	2	2																							1	6	6	6	5	5	3	2	Dont know	 		4	2	8	8	2	2	6	2	8
1620091389	46	5	2	1								1	2	5											8												1												1	2	3	1					1					2	7	2		2	2	3	1	1	1	1	1			1		1			2	3	4	3	2	4	2	3	3	1	2	2	3	1	1		1							1	1				1							2	2	2	3	2	2	2	Friendly	visibility	variety	3	4	9	8	1	2	2	2	5
1620099456	46	5	15	1								1	7	5											8					1				1					1											1	3	3									1	1	8	2		1	1	3	1	1	1	1	1	1	1	1		1			3	4	4	4	3	4	4	4	3	2	2	2																							1	4	4	4	2	1	2	2	Freedom	Respect	Coexistence	3	4	7	8	1	2	2	2	9
1620126595	46	5	11			1						1	3	4											5	1												1												6	3	2		1		1	1	1	1			2	7	2		2	2	3			1										3	3	3	3	3	3	3	3	3	2	2	2																							1	5	5	4	2	1	3	2	Tolerant	Modern		4	1	7	8	1	1	1	4	6
1620202834	46	5	4			1						2	6	6											5	1												1												6	3	4									1	2	6	2		1	3	3			1										2	2	1	3	3	3	2	4	2	2	2	2																							1	3	3	3	5	2	2	2	Welcomes	You accept	Wide	4	8	8	8	1	1	1	2	7
1620202872	46	5	7			1						2	4	5											3		1												1											2	3	3					1					2	9	1	1		1	3			1										3	3	3	4	3	3	3	2	3	2	2	2																				1				3	3	3	3	1	2	2	freedom	opinion	security	1	5	5	6	1	2	2	2	4
1620207004	46	5	4			1						2	6	6											5	1												1												2	3	4									1	2	6	2		1	3	3		1	1										3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	3	2	2	2	aware	cozy	wide	4	8	8	8	1	1	1	2	7
1620221689	46	5	13			1						2	6	6											5					1	1	1												1						2	3	1		1	1	1	1					2	7	1	1		3	3		1	1							1			4	5	2	3	5	3	5	5	4	2	2	2																	1			1	1			5	4	3	3	2	3	2	Receptive	Curious	Uninformed	7	6	5	6	3	1	3	4	4
1620428164	46	5	6			1						2	5	7											6												1												1	2	3	4									1	1	10	1	5		1	3		1	1										2	2	1	2	2	2	2	2	1	2	2	2																							1	4	5	4	5	3	2	2	Chuec	Intolerance	Vice	3	7	6	7	7		8	5	3
1619882745	47	5	13					1				1	9	7											5												1						1							1	3	4				1						1	7	1	1		2	3	1												2	5	3	4	1	3	3	2	2	2	2	2																	1	1						2	2	2	3	2	2	2	Pride	Respect	Lifetime	4	1	4	5	1	1	1	2	4
1619924740	47	5	2			1						1	5	5											1		1												1											1	3	3	1									1	10	2		1	4	1	1	1	1	1	1	1	1	1		1			1	1	1	1	1	1	1	1	1	1	1	2	3					1											1	1	1	1	1	1		1	1	1	4	3	1	2	Back	Homophobia	Pathetic	2	4	9	8	1	2	2	3	5
1620093193	47	5	2	1								1	3	4											3		1		1											1										3	3	3					1					2	99	2		2	2	2	1	1	1	1					1	1			2	3	3	3	3	3	3	3	2	2	2	2																	1	1		1				2	1	2	3	3	3	2	anonymity	Chueca		3	4	8	8	1	1	1	5	3
1620093383	47	5	8							1		1	9	10				1																																	3	5									1	5	8	2		3	1	4												1	4	5	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	5	2	3	2	Open	Extriveted	Friendly	3	4	7	8	3	2	3	4	2
1620128749	47	5	21	1								1	2	6											7	1												1												1	3	2					1					3	6	2		2	3	2											1		2	3	3	3	2	3	3	3	2	2	2	2																	1			1				2	2	2	3	3	2	2	Friendly	Hate	Struggle	4	1	9	8	1	2	2	4	4
1620157116	47	5	2	1								1	5	5											5						1												1							3	3	2					1					2	7	1	2		2	2		1	1		1					1			3	4	3	3	2	3	4	3	4	2	2	2																	1							4	4	4	2	2	2	2	friendly	Inclusive	deal	4	6	8	8	1	2	2	4	7
1620203288	47	5	8			1						1	2	5											5					1												1								2	3	1					1		1			1	10	1	5		1	3		1								1			2	3	4	4	4	4	4	4	5	2	2	2																	1	1		1	1			3	3	3	4	2	3	2	plus	tolerance	diversity	1	5	8	8	1	1	1	2	9
1620204253	47	5	11			1						2	5	5											5							1							1											2	3	4							1			2	9	1	1		1	3	1				1	1		1					5	4	3	3	3	3	4	4	3	2	2	2																			1	1		1		1	3	2	2	2	2	2	Modern	Cosmopolitan	Universal	3	5	4	5	1	2	2	2	6
1620562716	47	5	2	1								1	3	6											7					1																1		1		2	3	2									1	1	10	2		1	2	2		1	1	1	1		1			1			1	2	3	4	4	3	3	3	3	2	2	2																	1							5	5	4	2	2	1	1	Friendly	Satisfactory	Affectionate	3	4	6	7	1	2	2	3	9
1619880697	48	5	21	1								1	5	5											7					1									1											2	3	2					1			1		1	8	2		2	2	2	1	1	1	1	1					1			2	3	3	4	1	3	3	2	2	2	2	2																	1			1				2	2	2	4	2	2	2	Gayfriendly	Open	Tolerant	8	1	4	5	1	2	2	5	5
1619887767	48	5	2	1								1	5	6											8					1											1									1	3	3									1	1	8	2		2	2	2		1	1	1	1								2	3	2	3	2	3	3	3	2	2	2	2																	1	1						1	1	1	4	2	2	2	cuts	Discrimination	Disparagement	3	4	7	8	1	2	2	5	7
1619888094	48	5	2	1								1	4	5											5	1														1										1	3	4									1	1	5	2		2	2	2	1	1	1	1	1								3	4	4	4	3	4	3	4	3	2	2	2																	1				1			5	5	5	5	1	1	2	Freedom	Tolerance	Respect	4	1	3	4	1	2	2	5	4
1619969468	48	5	21			1						1	5	6											6	1												1												6	3	1					1					2	6	2		1	2	3		1	1										3	3	3	2	2	3	3	2	2	1	1	1	3	1															1							5	4	5	3	2	2	2	Tolerance	Diversity	Free	1	4	8	8	1	2	2	4	6
1620040896	48	5	1		1							2	5	6											1		1												1											1	3	3									1	1	10	2		1	4	2					1								4	4	4	4	4	4	3	4	3	2	2	2																							1	3	3	3	2	1	2	2	Open	Tolerant	Free	9	1	6	7	1	2	2	5	3
1620052833	48	5	4	1								1	5	5											5	1												1												1	3	4									1	1	5	2		2	2	2	1		1	1	1	1				1			2	2	2	3	2	3	2	2	2	2	2	2																				1	1			2	2	2	3	2	2	2	Different	Varied	Inclusion attempt	4	2	7	8	3	2	3	6	99
1620091628	48	5	9			1						2	7	9											5	1												1												3	3	4									1	1	10	2		2	2	3	1	1	1				1						5	5	5	5	5	5	5	5	5	2	2	2																							1	2	6	6	5	2	2	2	Equality	Tolerance	Peace	3	4	9	8	3	2	3	4	6
1620106432	48	5	7			1						1	4	6											5	1												1												3	3	2	1				1					2	6	2		2	2	3			1							1			1	3	1	3	2	2	1	3	1	2	2	2																	1			1				1	2	1	3	3	2	2	Backward	Casposa	Hypocrite	4	1	8	8	1	2	2	5	99
1620126117	48	5	2	1								1	2	3											11								1										1							2	3	3									1	1	3	2		2	2	2											1		5	5	3	4	2	5	3	2	3	2	2	2																							1	2	2	2	3	2	2	2	Freedom	Amplitude	Struggle	8	4	8	8	1	2	2	2	99
1620128850	48	5	6			1						2	7	10				1																																	3	4									1	1	5	2		3	2	2		1											5	5	5	3	5	2	5	5	2	2	2	2																							1	3	3	3	5	1	2	2	Sociability	Freedom		4	2	6	7	3	2	3	5	99
1620134253	48	5	12	1								1	3	5											5					1									1											2	3	2					1					1	7	2		2	3	3	1		1		1					1			5	5	3	3	3	4	3	3	3	2	2	2																							1	2	2	2	2	2	2	2	Free	Open	Tolerant	3	4	4	5	1	2	2	4	5
1620140383	48	5	2	1		1						1	1	2											1											1		1												4	3	1									1	1	10	2		3	2	3		1	1						1				3	4	3	3	3	3	3	3	3	2	2	2																							1	3	4	3	4	3	1	2	immaturity	lack of empathy	discrimination	1	1	6	7	1	1	1	5	4
1620142699	48	5	14	1								1	3	5											3		1			1			1						1		1	1								1	3	2			1							2	7	2		2	3	2		1	1	1	1	1	1	1		1			2	4	5	3	3	4	4	3	3	2	2	2																							1	4	3	4	3	2	1	1	Shelter	Reception	Community	3	1	8	8	1	2	2	2	7
1619948128	49	5	2	1								1	3	4											12	1												1												2	3	2									1	2	8	2		2	2	2		1	1										3	2	3	4	2	3	3	3	3	2	2	2																	1	1		1	1			2	2	2	3	3	2	2	I dont know	I dont know	I dont know	4	1	3	4	1	2	2	6	3
1619997196	49	5	14			1						1	6	6											5	1												1												2	3	4									1	1	10	1	1		1	3		1	1										2	5	3	3	5	3	5	5	2	2	2	2																							1	3	4	3	3	2	2	2	Friendly	 		1	5	6	7	1	1	1	4	6
1620042639	49	5	5			1						2	7	10					1																																3	4									1	1	9	1	5		1	4												1	3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	5	2	2	2	Tolerant	Friend	Open	1	5	8	8	1	2	2	2	99
1620046463	49	5	2	1								1	3	6											5	1												1												2	3	3					1					1	9	2		2	1	3		1	1		1								2	3	3	4	4	4	4	4	1	2	2	2																	1							2	2	2	2	1	2	2	Friend	International	Free	1	4	3	4	1	2	2	3	3
1620059463	49	5	3	1								1	3	5											5		1											1												1	3	3									1	1	8	2		3	1	3	1	1	1		1		1	1		1			1	3	2	4	1	3	3	1	2	2	2	2																	1	1						1	1	1	3	2	2	2	Tolerant	Open	Acceptable	3	4	7	8	1	2	2	2	8
1620097253	49	5	2	1								1	5	5											5	1												1												3	3	3	1	1			1	1	1	1		1	7	2		3	1	3			1		1			1					1	3	1	2	3	3	2	3	2	2	2	2																	1	1		1	1			2	2	2	4	3	2	2	Propaganda	Hypocrisy	Conservative	4	1	7	8	1	2	2	5	6
1620118532	49	5	8	1								1	3	5											10	1												1												3	3	2						1				3	0	2		1	4	4			1										2	5	4	3	3	4	3	4	4	2	2	2																							1	5	5	5	1	1	2	2	tolerance	respect	cozy	4	3	8	8	1	2	2	3	6
1620126053	49	5	6			1						1	9	9											5			1												1										3	3	4									1	1	8	1	1		1	3						1							3	3	4	4	3	4	3	4	4	2	2	2																							1	5	5	5	2	1	2	2	open	Modern	tolerant	1	5	9	8	1	2	2	2	9
1620208672	49	5	21			1						2	4	5											5			1														1								2	3	3	1	1				1				2	8	1	1		2	2		1	1				1			1			3	3	2	2	3	3	3	2	2	2	2	2																							1	3	3	3	2	3	2	2	Ancient	bland	Dark	1	5	8	8	1	2	2	2	5
1620218513	49	5	3			1						2	5	6											5					1									1											2	3	2	1									2	8	2		2	2	3			1										4	3	2	1	3	2	2	4	3	2	1	2	2											1											1	2	2	2	3	3	1	2	Variety	Tolerance	Speech	2	4	8	8	1	2	2	3	7
1619900153	50	5	11		1							2	4	4											11				1										1											2	3	3									1	1	10	2		2	1	2	1	1	1		1	1				1			1	5	3	4	3	4	5	3	3	2	2	2																	1							2	2	2	3	1	1	2	Freedom	Equality	Respect	2	4	9	8	1	2	2	2	7
1620088559	50	5	9			1						2	7	7											5	1												1												1	3	4									1	2	9	2		2	2	3			1										5	5	3	4	2	3	4	1	3	2	2	2																				1	1			3	6	6	3	2	3	2	open	 		3	4	6	7	1	2	2	5	3
1620090407	50	5	5			1						1	5	5											5							1												1						3	3	2	1			1	1					2	10	1	1		2	3			1										2	3	3	3	2	4	3	1	3	2	2	2																	1			1				1	1	1	4	2	2	2	open	 		1	5	8	8	1	1	1	2	7
1620093060	50	5	13			1						2	9	9											3		1													1										3	3	3	1									3	5	2		2	3	3										1			2	2	3	3	2	3	2	2	2	2	2	2																		1						4	4	4	3	2	2	2	integrator	collective	mediator	1	4	8	8	2	2	6	4	99
1620126496	50	5	15	1								1	3	5											11					1								1												2	3	1					1					2	8	2		2	3	2	1		1				1						2	4	3	4	5	4	4	4	4	2	2	2																							1	4	5	4	1	1	2	2	Open	Friendly	Cosmopolitan	6	1	9	8	1	1	1	4	99
1620137395	50	5	5	1								1	3	5											5				1										1											1	3	2	1				1	1	1			1	9	2		2	1	2		1	1							1			2	2	4	4	4	4	4	4	4	2	2	2																							1	4	4	2	3	1	2	2	equality	orientation	sociability	2	4	10	8	1	2	2	4	3
1620141304	50	5	2			1						1	7	7											5	1												1												3	3	2		1	1				1			3	5	1	5		2	3			1										3	3	2	3	2	3	3	3	3	2	1	2	3													1							1			3	3	3	1	2	2	2	Collective	Organized	Subsidies	7	8	8	8	1	2	2	5	99
1620144217	50	5	9	1								1	3	5											5					1												1								2	3	2									1	2	8	2		3	2	3	1	1	1										2	3	3	4	2	3	4	3	3	2	2	2																							1	2	2	2	4	2	2	2	pride	tolerance	fascism	3	8	6	7	1	2	2	5	3
1620145811	50	5	2				1					2	7	7											9	1												1												3	3	2		1		1	1					3	6	2		2	2	3		1	1				1			1			2	2	2	4	1	4	2	4	3	2	2	2																							1	4	5	4	2	2	2	2	Opened	Tolerant	Friendly	7	8	9	8	2	2	6	3	6
1620153089	50	5	20			1						1	3	4											1			1												1										3	3	4									1	1	10	2		2	1	3			1										3	3	4	4	3	3	4	3	3	2	2	2																							1	3	3	3	3	2	2	2	Tolerant	Conformist	Permissive	3	4	3	4	1	2	2	4	4
1620154261	50	5	2	1								1	5	6											5				1									1												1	3	4									1	1	5	2		2	3	2	1		1	1	1	1	1	1	1	1			3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	1	2	3	2	Freedom	Respect	Equality	4	1	7	8	1	2	2	4	7
1620204507	50	5	11			1						2	4	4											1				1			1												1						2	3	2					1					2	10	1	1		2	3	1	1			1					1			1	3	3	4	1	4	3	2	3	2	2	2																		1						5	4	5	3	2	2	2	Freedom	Comprehension	Amiability	1	5	4	5	1	2	2	2	5
1620213486	50	5	13			1						2	3	6											5					1											1									3	3	2	1									2	4	1	2		3	3										1			2	2	2	3	2	2	3	1	2	1	1	2	3						1																1	1	1	1	3	3	2	2	Any	Any	Any	5	8	2	3	1	2	2	6	2
1620525514	50	5	1			1						2	4	4											5	1												1												2	3	2				1						2	7	1	1		1	4		1											2	2	3	2	2	2	2	2	2	2	2	2																				1				3	3	3	2	2	2	2	open	plural	Modern	1	5	8	8	1	2	2	2	8
1620041149	51	5	8							1		2	7	7											10	1												1												3	3	4					1					1	7	2		2	3	3	1		1							1			2	3	2	3	3	3	3	2	3	2	2	2																					1			3	3	2	3	2	2	2	Diversity	Debate	Leadership	4	1	8	8	1	2	2	4	5
1620091501	51	5	4			1						1	4	4											5							1												1						3	3	3									1	2	7	2		1	3	3	1	1	1										4	4	4	4	2	4	4	2	4	2	2	2																	1							4	4	3	2	2	2	2	affective	open	friendly	3	4	7	8	1	2	2	2	8
1620122008	51	5	15			1						2	4	4											6	1												1												6	3	2	1			1			1			3	3	1	5		2	3												1	2	3	2	3	2	3	2	2	2	2	2	2																						1		3	3	3	4	3	2	2	Chueca	anonymity		7	6	7	8	1	2	2	4	5
1620126725	51	5	8		1							2	4	9											5				1		1													1						2	3	2									1	1	5	2		2	1	2			1							1			2	2	3	3	2	3	1	2	2	2	2	2																							1	2	1	2	3	2	2	2	False	Delayed	Semiliber	4	8	3	4	3	2	3	6	3
1620127510	51	5	11	1								1	3	4											5						1												1							2	3	4	1									1	10	2		1	1	3	1	1	1	1	1	1	1			1			2	3	3	3	2	2	2	1	3	2	2	2																	1							4	4	3	3	2	2	2	Open	Tolerant	Permissive	7	1	8	8	1	1	1	3	6
1620138880	51	5	5	1								1	3	6											11					1								1												2	3	2	1				1					2	8	2		2	3	2	1	1	1								1		2	2	3	3	2	5	3	5	3	2	2	2																	1			1	1			2	2	2	3	2	1	1	COGAM	Pedro Zerolo	GMadrid Sports	3	4	7	8	1	2	2	4	6
1620147305	51	5	20		1	1						2	4	6											6	1												1												3	3	3	1							1		2	8	2		2	4	3		1	1							1			1	3	3	3	1	2	3	1	2	2	2	2																	1	1		1	1			3	4	4	3	2	2	2	Party	Pride	Gay	1	4	10	8	1	2	2	1	99
1620207970	51	5	7			1						1	4	5											5	1												1												3	3	3					1					3	7	1	5		2	3			1										3	3	3	3	3	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	cool	opened	diaspora	2	5	7	8	1	2	2	2	6
1620127875	52	5	14	1								1	6	6											5			1												1										2	3	3									1	1	8	1	2		1	3					1								2	2	2	2	2	2	2	2	2	2	2	2																							1	3	3	3	3	2	2	2	reception	freedom	support	1	5	6	7	1	2	2	4	6
1620145636	52	5	6			1						2	2	4											5	1												1												2	3	4									1	1	5	1	1		1	2	1		1										1	1	3	3	2	1	1	1	1	2	1	2	3								1								1			1				1	1	1	4	4	2	2	Intolerance	Disgust	Repudiation	4	6	5	6	1	2	2	6	1
1620207347	52	5	11			1						2	4	6											6							1											1							1	3	4									1	1	9	1	2		2	3		1	1		1					1			3	3	3	4	3	4	4	3	4	2	2	2																	1				1			5	5	5	3	1	1	2	Freedom	Tolerance	Own space	8	5	8	8	1	2	2	2	6
1619889733	53	5	2	1								1	6	9											11												1	1												3	3	4									1	1	9	2		2	2	2	1	1	1							1	1		1	5	1	4	2	1	1	2	1	1	2	1	2													1	1		1			1				1	1	1	4	3	2	2	PUBS	Chemsex	Musculocas	7	1	8	8	1	2	2	5	5
1619960642	53	5	4	1								1	3	4											5					1												1								2	3	2									1	2	8	2		2	3	3			1		1		1						1	2	2	3	2	2	3	2	2	2	1	2	3												1				1	1		1	1			2	2	2	3	2	2	2	Deal	Relative acceptance	Chueca	4	1	8	8	3	2	3	5	99
1620030883	53	5	2	1								1	2	5											5												1												1	3	3	1									1	2	6	2		3	1	3		1	1		1			1		1			2	2	4	3	2	4	3	3	2	2	2	2																							1	2	2	3	5	2	2	2	gayfriendly	open	tolerant	3	4	3	4	1	2	2	3	7
1620090523	53	5	7	1								1	7	5											10	1												1												2	3	2									1	2	6	2		1	4	3	1	1	1										5	5	2	4	4	2	4	2	4	2	2	2																							1	6	6	6	3	1	3	2	Friendly	Communication	Support	4	1	5	6	3	2	3	4	3
1620204725	53	5	4			1						2	5	5											5		1													1										1	3	3							1			2	5	1	2		2	3					1								3	3	3	2	3	3	3	3	3	2	2	2																				1				4	3	3	3	2	2	2	Freedom	Awareness		7	6	5	6	1	2	2	2	5
1619888099	54	5	4	1								1	3	4											5											1												1		1	3	3					1					1	9	2		2	2	3		1	1	1	1			1		1			2	3	1	3	3	3	3	3	3	2	2	2																							1	5	5	5	1	1	3	2	Friendly	Integration	Community	3	4	7	8	3	2	3	6	6
1620034952	54	5	21	1								1	2	3											8	1																	1			1				3	3	3								1		1	8	2		2	2	3	1	1	1	1	1				1	1			2	3	2	4	2	3	3	3	3	1	2	2	3											1					1			1	1			4	4	4	4	2	2	2	tolerant	open	advanced	1	4	6	7	1	1	1	4	5
1620137127	54	5	13	1								1	4	5											5				1									1												1	3	2									1	1	8	2		2	2	3	1	1	1	1	1				1		1		5	5	4	4	4	4	4	4	4	2	2	2																							1	4	6	4	2	2	2	2	Anonymity	Opportunities		3	4	7	8	1	1	1	5	9
1620158430	54	5	2	1		1						1	3	4											5	1												1												3	3	2				1						5	5	2		2	2	2	1	1	1	1	1	1	1	1	1	1	1		5	4	4	4	4	4	4	4	4	2	2	2																		1						5	5	5	1	1	2	2	Freedom	Normal		4	1	7	8	1	2	2	5	3
1619938164	55	6	11	1								1	2	3											5				1	1										1										1	3	4									1	1	10	2		1	1	2	1	1	1	1	1	1	1	1	1	1	1		2	3	4	4	4	4	4	4	3	2	2	2																							1	4	4	3	3	2	3	2	Chueca	 		3	4	8	8	1	1	1	2	9
1620018473	55	6	16	1								1	6	5											11	1												1												3	3	2									1	1	2	2		2	1	2			1		1					1			5	5	5	3	3	3	3	5	3	2	2	2																							1	6	6	6	5	1	3	2	Cozy	Open	Modern	4	8	4	5	1	2	2	3	99
1620089194	55	6	14	1		1						1	4	4											3				1									1												2	3	3					1		1			2	9	1	1		1	2		1	1	1						1			2	3	3	4	1	3	4	2	3	1	2	2	3				1	1								1			1							3	2	3	4	3	3	2	Open for everyone	A little facade		2	7	7	8	1	2	2	2	99
1620091328	55	6	16	1								1	1	9											3				1																1					1	3	4									1	1	9	2		2	1	3	1	1	1	1	1	1		1	1	1			5	5	4	4	4	4	4	5	4	2	2	2																							1	5	6	5	5	1	2	2	open	friendly	boom	4	1	4	5	1	2	2	5	99
1620103624	55	6	5	1								1	2	2											3				1																				1	1	3	3									1	1	6	2		1	4	3	1	1	1			1							1	3	3	3	1	3	3	1	3	2	2	2																	1			1				2	2	2	1	2	2	2	Open	Modern	Tolerant	1	4	7	8	1	2	2	2	8
